transaction_id,user_id,amount,currency_from,currency_to,rate,created_at,fee_amount
2665,1371,6476.06,GBP,CHF,1.107105,2024-11-24 20:56:08,35.09
2666,767,14899.5,EUR,SEK,11.329262,2024-11-24 20:56:17,69.6
2667,1179,69559.23,NOK,CHF,0.08188,2024-11-25 00:01:46,361.81
2668,838,44984.04,SEK,CAD,0.129437,2024-11-25 07:53:23,206.5
2669,705,1380662.74,JPY,PLN,0.02658,2024-11-25 09:19:40,7907.53
2670,1592,50924.45,PLN,GBP,0.197698,2024-11-25 11:31:50,241.34
2671,1324,10244.78,USD,CHF,0.870331,2024-11-25 14:24:05,57.47
2672,750,14118.14,USD,SEK,10.367994,2024-11-25 18:14:17,77.78
2673,703,1140803.15,JPY,SEK,0.069411,2024-11-25 18:49:26,5288.17
2674,773,306903.48,JPY,CHF,0.005827,2024-11-25 19:56:24,1714.51
2675,1328,71080.01,NOK,USD,0.094079,2024-11-25 20:11:23,318.96
2676,1311,14540.98,CAD,JPY,111.303589,2024-11-25 23:34:21,62.76
2677,894,3582.23,CAD,PLN,2.956109,2024-11-26 00:41:07,17.93
2678,516,1236.36,USD,GBP,0.790864,2024-11-26 10:39:05,6.97
2679,1534,4354.5,CAD,GBP,0.581833,2024-11-26 12:16:56,19.14
2680,1801,13309.24,CHF,USD,1.135361,2024-11-26 15:27:04,71.67
2681,180,4926.08,EUR,USD,1.081934,2024-11-26 15:51:17,27.69
2682,1348,1569273.38,JPY,CHF,0.005794,2024-11-26 20:23:04,8496.74
2683,868,13694.75,EUR,PLN,4.347354,2024-11-26 23:37:28,64.43
2684,90,2248.47,CAD,GBP,0.57927,2024-11-27 01:59:13,9.71
2685,784,154193.62,SEK,NOK,1.026308,2024-11-27 04:44:18,824.1
2686,140,5664.53,EUR,JPY,163.826999,2024-11-27 11:19:27,28.33
2687,1048,156462.68,SEK,PLN,0.385473,2024-11-27 12:28:30,878.52
2688,430,12482.62,CHF,AUD,1.723058,2024-11-27 14:23:16,57.51
2689,139,18521.28,AUD,CHF,0.580364,2024-11-27 15:14:45,79.73
2690,736,3840.29,CHF,PLN,4.567247,2024-11-27 15:23:23,17.04
2691,720,20811.47,CAD,PLN,2.956261,2024-11-27 16:07:14,107.4
2692,1775,69935.19,NOK,CHF,0.081868,2024-11-28 02:34:28,363.06
2693,1281,49690.21,PLN,CHF,0.219417,2024-11-28 08:36:51,218.05
2694,1213,429910.66,JPY,NOK,0.071169,2024-11-28 17:54:00,2221.0
2695,1606,4368.81,EUR,AUD,1.647029,2024-11-28 17:58:16,21.51
2696,541,16969.82,AUD,CHF,0.578505,2024-11-28 19:54:27,94.15
2697,1624,15875.62,AUD,CHF,0.579014,2024-11-29 03:46:39,81.67
2698,1379,50230.52,PLN,CAD,0.337791,2024-11-29 04:42:37,260.9
2699,344,49407.08,PLN,EUR,0.229332,2024-11-29 09:58:39,246.42
2700,122,19491.19,NOK,AUD,0.141719,2024-11-29 10:49:49,105.22
2701,402,9683.28,USD,SEK,10.430188,2024-11-29 11:04:17,50.68
2702,339,43626.78,PLN,AUD,0.376915,2024-11-29 14:13:10,221.02
2703,369,13736.26,USD,NOK,10.687109,2024-11-29 14:40:00,69.86
2704,666,20321.25,CAD,EUR,0.678916,2024-11-29 15:06:09,94.51
2705,907,7632.89,AUD,PLN,2.653119,2024-11-29 15:13:27,38.27
2706,96,19234.59,AUD,CHF,0.579632,2024-11-30 00:22:44,105.4
2707,455,4358.9,EUR,NOK,11.647274,2024-11-30 00:36:37,19.29
2708,1398,54812.28,SEK,EUR,0.087843,2024-11-30 00:59:16,275.32
2709,884,4243.58,AUD,CAD,0.893778,2024-11-30 01:05:49,23.28
2710,39,7827.13,GBP,CHF,1.108075,2024-11-30 01:45:36,35.15
2711,1254,304870.61,JPY,CHF,0.005829,2024-11-30 21:30:42,1444.56
2712,891,6957.92,USD,NOK,10.670256,2024-12-01 02:41:44,30.98
2713,1668,1554.13,GBP,CHF,1.12205,2024-12-01 03:30:07,8.66
2714,1332,29839.22,PLN,NOK,2.66839,2024-12-01 05:30:58,139.04
2715,641,14577.94,CHF,AUD,1.709182,2024-12-01 06:43:21,65.54
2716,159,98482.39,NOK,PLN,0.374758,2024-12-01 09:39:54,497.2
2717,20,56761.87,NOK,PLN,0.374758,2024-12-01 12:00:02,283.01
2718,573,10753.14,AUD,SEK,6.971828,2024-12-01 13:30:24,52.42
2719,543,7466.71,CHF,JPY,171.869151,2024-12-01 13:32:21,34.86
2720,211,6980.41,EUR,AUD,1.632682,2024-12-01 13:50:00,34.33
2721,1033,3109.17,USD,CHF,0.879261,2024-12-01 14:20:47,14.75
2722,140,5998.21,GBP,PLN,5.102934,2024-12-01 15:43:45,32.3
2723,639,78786.87,SEK,EUR,0.087852,2024-12-01 20:44:13,354.63
2724,1395,21033.3,CAD,NOK,7.856525,2024-12-02 00:20:14,120.1
2725,1839,1557083.37,JPY,EUR,0.006076,2024-12-02 03:27:23,8300.75
2726,1267,40817.68,PLN,SEK,2.60366,2024-12-02 05:08:36,220.0
2727,441,117572.46,NOK,USD,0.093782,2024-12-02 10:42:53,644.39
2728,1590,13865.04,AUD,PLN,2.656786,2024-12-02 10:50:37,76.49
2729,1423,63324.23,PLN,AUD,0.376395,2024-12-02 10:52:58,362.18
2730,294,15763.87,CAD,EUR,0.677531,2024-12-02 11:42:49,75.08
2731,1125,2902.3,PLN,CAD,0.338134,2024-12-02 13:15:18,12.49
2732,689,13303.25,GBP,EUR,1.164836,2024-12-02 13:51:37,66.59
2733,1523,5288.35,GBP,SEK,13.238277,2024-12-02 14:52:05,22.81
2734,47,2504059.36,JPY,NOK,0.070456,2024-12-02 17:15:24,11218.97
2735,1194,2893.95,CHF,EUR,1.048937,2024-12-03 03:34:17,12.94
2736,219,12579.71,GBP,CAD,1.724544,2024-12-03 04:39:05,65.32
2737,1747,10604.52,EUR,USD,1.088418,2024-12-03 05:31:51,55.02
2738,1018,6424.35,EUR,JPY,163.371998,2024-12-03 06:16:29,35.17
2739,1527,1285010.47,JPY,PLN,0.026638,2024-12-03 07:55:21,5892.94
2740,1072,14007.87,PLN,SEK,2.606259,2024-12-03 08:28:26,68.38
2741,686,41182.19,PLN,NOK,2.666845,2024-12-03 09:52:56,236.01
2742,1864,13208.04,GBP,SEK,13.266097,2024-12-03 10:20:33,67.87
2743,573,8004.46,PLN,JPY,37.540598,2024-12-03 15:59:24,42.35
2744,1736,20031.56,AUD,JPY,99.519523,2024-12-03 16:02:28,100.15
2745,1458,31709.06,PLN,CHF,0.219066,2024-12-03 16:45:49,157.88
2746,1763,15400.45,EUR,USD,1.088418,2024-12-03 18:46:27,80.18
2747,1435,9773.88,GBP,SEK,13.266097,2024-12-03 19:07:43,51.0
2748,885,7598.69,CAD,CHF,0.646585,2024-12-03 21:51:55,35.85
2749,342,9869.77,AUD,CAD,0.898164,2024-12-03 23:09:52,55.55
2750,1598,83788.31,SEK,GBP,0.075739,2024-12-04 02:59:01,438.49
2751,796,9489.81,PLN,AUD,0.377989,2024-12-04 09:08:34,49.18
2752,1519,161443.9,SEK,GBP,0.075739,2024-12-04 13:22:25,854.54
2753,1729,2976.61,EUR,CAD,1.46535,2024-12-04 17:58:38,15.44
2754,487,5782.68,GBP,CHF,1.112663,2024-12-04 18:00:11,31.28
2755,51,6929.52,EUR,USD,1.087001,2024-12-04 20:25:01,31.55
2756,1475,5487.13,EUR,NOK,11.607257,2024-12-04 21:11:36,25.71
2757,450,12436.91,CHF,USD,1.139869,2024-12-04 21:17:58,63.05
2758,1545,27416.21,NOK,AUD,0.14178,2024-12-04 21:52:34,147.08
2759,802,10920.79,USD,PLN,4.00003,2024-12-05 01:04:57,51.6
2760,883,96411.66,SEK,EUR,0.088151,2024-12-05 04:24:01,537.1
2761,1024,16398.25,SEK,NOK,1.029368,2024-12-05 11:53:30,74.82
2762,951,464094.93,JPY,SEK,0.069177,2024-12-05 14:47:30,2249.84
2763,450,13892.26,AUD,SEK,6.951073,2024-12-05 19:34:09,65.91
2764,998,7900.46,CAD,GBP,0.579837,2024-12-05 20:06:10,43.1
2765,1227,10584.41,GBP,EUR,1.167046,2024-12-05 20:07:55,56.82
2766,1306,14154.15,CHF,USD,1.144757,2024-12-05 21:45:46,75.25
2767,1734,1080597.8,JPY,CAD,0.009052,2024-12-06 01:23:15,4999.68
2768,224,15129.29,USD,CAD,1.360712,2024-12-06 04:26:40,65.66
2769,1392,7836.29,GBP,EUR,1.174913,2024-12-06 04:42:03,44.81
2770,40,12644.46,CAD,NOK,7.897313,2024-12-06 06:03:40,68.37
2771,1285,24541.96,AUD,EUR,0.612093,2024-12-06 15:22:34,111.74
2772,119,89428.67,NOK,SEK,0.972794,2024-12-06 21:10:29,473.42
2773,752,12368.62,CHF,EUR,1.047626,2024-12-06 21:47:29,61.17
2774,1065,6478.92,USD,PLN,4.013363,2024-12-07 00:45:20,34.53
2775,338,434.98,GBP,EUR,1.165967,2024-12-07 00:54:43,2.25
2776,825,18945.91,SEK,PLN,0.385267,2024-12-07 08:42:15,87.23
2777,4,55880.45,PLN,JPY,37.626849,2024-12-07 10:13:04,290.15
2778,54,8471.07,CHF,GBP,0.89883,2024-12-07 10:19:37,43.67
2779,596,11125.4,AUD,GBP,0.52136,2024-12-07 12:06:10,54.64
2780,1234,77933.11,NOK,PLN,0.37628,2024-12-07 21:02:03,422.79
2781,1772,10136.84,USD,GBP,0.788228,2024-12-07 22:30:27,49.74
2782,1489,38851.84,SEK,PLN,0.383295,2024-12-08 00:34:16,193.05
2783,1249,2116868.72,JPY,CHF,0.005819,2024-12-08 04:55:29,10408.06
2784,1421,12236.75,USD,CHF,0.872836,2024-12-08 05:12:35,65.68
2785,1184,2392637.38,JPY,NOK,0.071504,2024-12-08 05:18:06,10832.48
2786,506,2226235.62,JPY,USD,0.006667,2024-12-08 05:35:23,12050.41
2787,243,2234498.21,JPY,AUD,0.009991,2024-12-08 06:40:49,11493.63
2788,198,135165.24,SEK,CHF,0.083655,2024-12-08 12:46:27,699.18
2789,1075,8525.4,GBP,USD,1.278367,2024-12-08 14:05:56,41.58
2790,1619,164295.35,NOK,USD,0.093239,2024-12-08 15:08:30,801.93
2791,948,12066.99,EUR,USD,1.088658,2024-12-08 21:10:31,59.61
2792,944,6187.74,USD,JPY,150.78684,2024-12-09 00:59:14,35.51
2793,110,21850.42,CAD,SEK,7.718779,2024-12-09 01:33:37,96.17
2794,470,6067.23,USD,JPY,150.78684,2024-12-09 02:49:23,26.7
2795,1736,2045.8,USD,NOK,10.715102,2024-12-09 02:55:22,11.65
2796,1231,890.41,CAD,NOK,7.907075,2024-12-09 03:33:09,4.18
2797,1118,141191.27,SEK,GBP,0.074813,2024-12-09 05:22:45,750.59
2798,917,1862.18,CHF,AUD,1.723944,2024-12-09 05:58:28,9.77
2799,175,8528.49,CAD,JPY,111.27125,2024-12-09 07:04:23,39.59
2800,1225,4008.58,CAD,SEK,7.718779,2024-12-09 12:17:28,19.87
2801,419,134052.93,JPY,PLN,0.026567,2024-12-09 16:11:28,697.18
2802,1572,417330.07,JPY,CHF,0.005816,2024-12-09 18:44:49,2390.08
2803,452,2483027.89,JPY,EUR,0.006094,2024-12-09 19:07:10,12175.51
2804,878,22962.63,AUD,EUR,0.609708,2024-12-10 02:05:10,117.87
2805,962,1155791.77,JPY,AUD,0.010024,2024-12-10 12:02:20,6303.68
2806,222,87767.64,SEK,GBP,0.075188,2024-12-10 15:25:54,486.3
2807,414,2231034.38,JPY,AUD,0.010024,2024-12-10 19:17:16,9916.02
2808,310,5227.3,PLN,USD,0.248313,2024-12-10 21:35:27,24.13
2809,776,112422.63,SEK,CHF,0.083732,2024-12-11 02:28:32,510.0
2810,1530,722.53,CHF,NOK,12.299276,2024-12-11 05:01:57,3.76
2811,1529,11077.52,GBP,SEK,13.25962,2024-12-11 06:30:04,51.34
2812,1658,14006.75,CAD,NOK,7.951664,2024-12-11 07:14:40,69.07
2813,1433,2992.39,EUR,USD,1.088598,2024-12-11 09:08:09,15.24
2814,1603,11948.51,GBP,CAD,1.717291,2024-12-11 11:39:20,52.91
2815,857,7811.76,EUR,GBP,0.855009,2024-12-11 14:03:37,42.0
2816,1314,15925.07,CAD,USD,0.7414,2024-12-11 14:43:17,82.35
2817,1808,1052852.11,JPY,USD,0.006633,2024-12-11 15:05:09,5838.68
2818,535,1196672.86,JPY,PLN,0.026593,2024-12-11 16:54:01,5126.17
2819,174,9918.48,EUR,USD,1.088598,2024-12-11 19:43:22,54.98
2820,1021,159918.97,NOK,CAD,0.12576,2024-12-11 20:15:28,890.12
2821,1071,10164.28,GBP,NOK,13.655318,2024-12-11 21:24:23,45.82
2822,1113,4540.85,PLN,SEK,2.597567,2024-12-11 22:20:50,23.25
2823,970,140953.49,NOK,SEK,0.971022,2024-12-11 22:28:06,637.96
2824,1553,2394.77,USD,CAD,1.348799,2024-12-11 22:41:39,10.42
2825,1395,176403.96,NOK,GBP,0.073529,2024-12-12 01:59:13,778.23
2826,809,13854.51,CAD,EUR,0.679305,2024-12-12 02:32:49,60.64
2827,1050,8032.9,USD,NOK,10.759317,2024-12-12 03:10:12,42.98
2828,649,7189.75,AUD,CHF,0.57761,2024-12-12 06:55:27,32.24
2829,1716,6291.09,EUR,PLN,4.350966,2024-12-12 08:11:56,30.31
2830,1809,177978.52,NOK,GBP,0.073529,2024-12-12 08:33:46,939.59
2831,912,2267.15,PLN,NOK,2.683347,2024-12-12 13:49:55,10.57
2832,1550,9238.57,USD,EUR,0.921557,2024-12-12 19:56:01,50.31
2833,717,52415.22,PLN,SEK,2.604558,2024-12-12 19:56:51,226.1
2834,827,147561.61,NOK,SEK,0.970638,2024-12-12 20:39:09,679.95
2835,1982,6930.14,GBP,AUD,1.917806,2024-12-12 21:25:23,37.1
2836,1186,14723.0,EUR,USD,1.08512,2024-12-12 22:08:13,75.99
2837,75,163424.23,SEK,CHF,0.08401,2024-12-13 00:23:36,788.08
2838,427,14763.26,CHF,AUD,1.725239,2024-12-13 00:58:23,73.83
2839,1352,2465.38,PLN,CAD,0.339214,2024-12-13 04:36:12,13.6
2840,751,4606.03,AUD,GBP,0.517654,2024-12-13 06:16:10,20.14
2841,1161,5610.96,AUD,PLN,2.639312,2024-12-13 09:07:23,24.09
2842,931,396581.29,JPY,PLN,0.02644,2024-12-13 10:21:10,2215.05
2843,741,8437.58,USD,AUD,1.516581,2024-12-13 12:41:36,37.67
2844,1726,5533.97,AUD,PLN,2.639312,2024-12-13 12:47:07,26.4
2845,1028,13140.66,AUD,CAD,0.895292,2024-12-13 16:59:45,70.2
2846,1438,5989.02,USD,NOK,10.649406,2024-12-14 01:55:02,27.64
2847,99,548675.58,JPY,NOK,0.070934,2024-12-14 02:23:39,2584.83
2848,823,8378.05,PLN,SEK,2.613668,2024-12-14 04:58:39,39.34
2849,513,5816.68,CHF,SEK,11.959787,2024-12-14 06:47:26,33.01
2850,1323,373779.01,JPY,USD,0.006661,2024-12-14 07:04:23,2006.06
2851,1408,67859.79,SEK,EUR,0.087808,2024-12-14 07:31:12,328.95
2852,1109,4311.57,AUD,CAD,0.89782,2024-12-14 10:22:33,20.32
2853,1007,4898.56,USD,SEK,10.441532,2024-12-14 12:55:35,25.86
2854,1357,2375.97,GBP,CHF,1.11597,2024-12-14 15:41:05,10.78
2855,1293,325975.29,JPY,CHF,0.005815,2024-12-14 16:40:54,1603.62
2856,420,4859.83,GBP,NOK,13.612482,2024-12-14 20:32:45,21.81
2857,967,11367.88,AUD,CAD,0.898942,2024-12-15 02:41:04,56.77
2858,1802,14674.05,USD,PLN,4.006116,2024-12-15 03:26:59,67.49
2859,906,1130.4,GBP,CHF,1.116918,2024-12-15 06:31:20,5.73
2860,420,15096.5,EUR,JPY,164.392569,2024-12-15 09:35:24,69.23
2861,619,1092.11,CAD,JPY,111.612198,2024-12-15 10:23:31,5.98
2862,1090,5560.56,EUR,AUD,1.638471,2024-12-15 10:55:01,31.83
2863,713,14301.48,CAD,EUR,0.678937,2024-12-15 11:01:08,65.53
2864,1853,62784.87,PLN,EUR,0.22906,2024-12-15 13:16:50,295.88
2865,22,14289.59,USD,JPY,150.853362,2024-12-15 15:08:41,64.01
2866,1691,14108.01,CHF,AUD,1.71262,2024-12-15 19:34:56,74.45
2867,1526,8123.42,GBP,CAD,1.719547,2024-12-15 23:44:02,44.78
2868,59,174831.45,NOK,PLN,0.375435,2024-12-16 07:45:38,991.79
2869,366,10731.0,PLN,AUD,0.377051,2024-12-16 09:14:34,60.33
2870,1262,13164.8,USD,CAD,1.350627,2024-12-16 11:44:29,74.75
2871,536,16430.94,CAD,PLN,2.973468,2024-12-16 12:14:04,71.44
2872,1010,16526.11,CAD,CHF,0.64816,2024-12-16 12:32:47,89.24
2873,711,22795.0,AUD,GBP,0.519382,2024-12-16 13:00:35,97.94
2874,1192,2327.18,GBP,PLN,5.106376,2024-12-16 20:54:54,11.1
2875,1936,13416.18,CHF,SEK,12.003186,2024-12-16 23:02:21,65.87
2876,1628,94675.87,SEK,GBP,0.074847,2024-12-16 23:26:58,498.36
2877,861,11472.45,USD,GBP,0.784665,2024-12-17 01:24:19,65.06
2878,138,51766.12,SEK,EUR,0.08823,2024-12-17 01:31:24,235.83
2879,795,1359750.84,JPY,GBP,0.005198,2024-12-17 04:49:04,6023.15
2880,1492,1703.28,CHF,CAD,1.535975,2024-12-17 07:39:21,8.48
2881,549,23274.15,PLN,SEK,2.594741,2024-12-17 11:13:46,115.93
2882,1221,95664.92,SEK,NOK,1.030183,2024-12-17 11:14:52,534.37
2883,1815,2311162.68,JPY,GBP,0.005198,2024-12-17 18:58:39,12096.69
2884,1531,14273.69,USD,SEK,10.38802,2024-12-17 19:04:15,60.99
2885,1157,19741.02,PLN,SEK,2.594741,2024-12-17 23:57:38,87.05
2886,1807,40347.97,SEK,CHF,0.08319,2024-12-18 01:06:24,172.12
2887,5,10320.32,AUD,NOK,7.086509,2024-12-18 02:33:44,45.13
2888,1395,1385.91,USD,JPY,149.760536,2024-12-18 06:00:08,6.96
2889,494,7448.71,AUD,CHF,0.575892,2024-12-18 06:11:34,41.15
2890,30,1244.64,EUR,CAD,1.476324,2024-12-18 10:58:26,7.0
2891,1309,8230.22,AUD,CAD,0.90219,2024-12-19 04:39:23,39.39
2892,848,4875.84,GBP,AUD,1.908454,2024-12-19 04:43:24,27.69
2893,697,1664.51,AUD,CAD,0.90219,2024-12-19 12:19:13,9.48
2894,1428,34681.63,NOK,GBP,0.073369,2024-12-19 12:55:09,162.73
2895,786,1851133.0,JPY,EUR,0.006088,2024-12-19 17:31:27,9956.63
2896,764,135077.56,SEK,GBP,0.075021,2024-12-19 23:41:24,750.59
2897,171,4431.56,CHF,AUD,1.726718,2024-12-20 02:15:08,19.01
2898,249,4137.29,PLN,SEK,2.626554,2024-12-20 07:21:28,20.45
2899,1445,3284.35,PLN,CAD,0.338996,2024-12-20 09:24:26,18.35
2900,727,7577.12,EUR,USD,1.091036,2024-12-20 10:13:37,38.27
2901,958,7505.75,CAD,EUR,0.680162,2024-12-20 11:16:17,42.9
2902,1641,16883.87,USD,GBP,0.785565,2024-12-20 12:28:47,74.36
2903,433,85504.67,NOK,AUD,0.141393,2024-12-20 15:09:03,382.98
2904,287,1754.02,USD,CAD,1.347561,2024-12-20 18:18:22,8.2
2905,1449,1371398.43,JPY,NOK,0.070685,2024-12-20 18:41:48,6254.64
2906,559,144204.85,SEK,AUD,0.143781,2024-12-20 19:33:48,618.88
2907,250,5291.23,EUR,CHF,0.951234,2024-12-21 03:49:31,23.92
2908,256,6337.28,CAD,CHF,0.648707,2024-12-21 04:29:54,27.02
2909,306,11685.73,CHF,GBP,0.897619,2024-12-21 04:42:23,50.51
2910,1360,4702.76,USD,CHF,0.878733,2024-12-21 09:31:21,24.2
2911,1940,1584026.18,JPY,GBP,0.005213,2024-12-21 09:42:48,7401.02
2912,434,2826.45,AUD,NOK,7.087904,2024-12-21 10:05:19,12.54
2913,880,141356.64,NOK,AUD,0.141085,2024-12-21 11:40:05,624.22
2914,863,10569.13,GBP,AUD,1.923309,2024-12-21 11:50:08,57.99
2915,1545,12761.48,CHF,EUR,1.051266,2024-12-21 12:21:15,58.73
2916,1184,16502.64,PLN,CHF,0.21984,2024-12-21 12:42:30,80.53
2917,1189,121174.64,SEK,USD,0.094939,2024-12-21 14:54:45,555.14
2918,1302,8352.26,AUD,PLN,2.634832,2024-12-21 15:59:35,43.04
2919,328,53585.77,PLN,AUD,0.379531,2024-12-21 22:48:07,293.65
2920,1680,108398.22,SEK,JPY,14.425192,2024-12-22 01:36:16,572.25
2921,1149,29789.77,PLN,SEK,2.596627,2024-12-22 01:52:16,168.55
2922,840,5734.61,EUR,CAD,1.472132,2024-12-22 02:05:51,24.52
2923,755,5252.37,CAD,AUD,1.110974,2024-12-22 02:29:40,24.62
2924,1978,2068063.24,JPY,NOK,0.071044,2024-12-22 06:28:45,10784.79
2925,1291,28084.29,PLN,CHF,0.218275,2024-12-22 17:12:19,133.82
2926,193,3058.52,CAD,EUR,0.679287,2024-12-22 17:47:38,14.66
2927,368,18353.57,CAD,PLN,2.958915,2024-12-22 20:24:04,101.19
2928,370,19576.46,CAD,NOK,7.939447,2024-12-23 03:49:28,94.7
2929,233,10636.24,EUR,USD,1.086112,2024-12-23 09:54:42,59.92
2930,1743,55928.53,PLN,SEK,2.611074,2024-12-23 10:34:29,287.34
2931,1780,82891.98,NOK,JPY,14.105703,2024-12-23 13:18:04,368.6
2932,1872,6503.66,EUR,PLN,4.331273,2024-12-23 14:34:14,30.16
2933,1902,82740.5,SEK,AUD,0.144503,2024-12-23 15:41:55,384.58
2934,1319,22737.71,AUD,CHF,0.583625,2024-12-23 16:45:44,107.66
2935,49,2159496.47,JPY,EUR,0.006102,2024-12-23 16:48:09,10422.03
2936,934,37240.05,SEK,CHF,0.084336,2024-12-23 17:49:46,204.89
2937,1574,4370.36,CAD,NOK,7.939447,2024-12-23 17:52:50,19.32
2938,893,18692.43,AUD,PLN,2.650354,2024-12-23 21:27:27,82.45
2939,1495,404836.78,JPY,EUR,0.006102,2024-12-23 23:37:47,2039.9
2940,1921,95139.97,SEK,CHF,0.084149,2024-12-24 00:40:07,448.75
2941,568,12061.03,GBP,SEK,13.2913,2024-12-24 04:13:30,61.71
2942,653,17718.59,CAD,NOK,7.960353,2024-12-24 11:25:20,84.9
2943,1159,2675.67,CHF,SEK,11.883698,2024-12-24 15:29:45,11.7
2944,723,3825.18,USD,GBP,0.78774,2024-12-24 23:33:40,19.36
2945,235,2840.95,PLN,USD,0.247599,2024-12-25 00:20:26,14.78
2946,1657,337668.47,JPY,SEK,0.069196,2024-12-25 00:31:34,1514.58
2947,1053,892107.28,JPY,GBP,0.005245,2024-12-25 02:17:37,4785.05
2948,1620,11333.1,SEK,EUR,0.088314,2024-12-25 03:03:47,55.53
2949,341,1764.15,CHF,USD,1.137238,2024-12-25 06:14:04,9.86
2950,1760,1612.8,GBP,CHF,1.10809,2024-12-25 08:47:49,7.97
2951,1746,15953.56,CAD,USD,0.7341,2024-12-25 12:46:11,90.89
2952,1719,20329.47,CAD,USD,0.7341,2024-12-25 13:15:16,90.42
2953,1802,6197.22,USD,JPY,151.300115,2024-12-25 19:06:36,27.23
2954,1671,34833.27,SEK,PLN,0.38577,2024-12-25 22:22:31,164.75
2955,694,6989.75,USD,GBP,0.793548,2024-12-25 23:07:38,38.21
2956,504,17351.35,AUD,NOK,7.114738,2024-12-26 04:29:15,75.81
2957,918,11827.9,CHF,SEK,12.002448,2024-12-26 05:09:44,55.64
2958,116,2295050.58,JPY,NOK,0.070912,2024-12-26 05:20:06,10661.9
2959,1251,11218.01,CHF,JPY,173.022817,2024-12-26 11:14:18,50.66
2960,1515,140193.3,NOK,PLN,0.371828,2024-12-26 12:33:20,675.01
2961,1772,901.19,USD,PLN,3.975871,2024-12-26 13:43:49,4.12
2962,1786,8693.92,EUR,USD,1.088607,2024-12-26 14:13:55,48.76
2963,86,37501.29,SEK,AUD,0.14368,2024-12-26 14:31:13,185.26
2964,1430,4060.03,CHF,PLN,4.56212,2024-12-26 14:47:23,20.33
2965,1694,172217.04,SEK,USD,0.095601,2024-12-26 15:43:03,916.88
2966,1938,7480.76,USD,CHF,0.874606,2024-12-27 03:28:31,34.96
2967,1435,11072.92,GBP,AUD,1.9227,2024-12-27 04:37:40,63.28
2968,675,29764.97,PLN,NOK,2.675772,2024-12-27 04:47:50,132.31
2969,1886,743416.04,JPY,CHF,0.005776,2024-12-27 07:38:23,3196.54
2970,1986,4168.03,GBP,PLN,5.086269,2024-12-27 08:07:54,20.16
2971,1988,1777304.12,JPY,AUD,0.009994,2024-12-27 09:52:19,9475.26
2972,419,3379.01,USD,CAD,1.362248,2024-12-27 10:28:07,17.95
2973,565,18499.45,CAD,AUD,1.110921,2024-12-27 15:16:42,88.85
2974,246,14213.9,USD,SEK,10.505909,2024-12-27 17:33:35,81.66
2975,845,14353.8,CHF,CAD,1.557556,2024-12-27 17:35:41,80.98
2976,393,2579.5,CHF,AUD,1.730322,2024-12-27 19:28:59,11.1
2977,663,313405.7,JPY,NOK,0.071044,2024-12-28 00:12:37,1576.42
2978,56,32692.46,PLN,AUD,0.376941,2024-12-28 00:43:58,180.64
2979,1551,5079.97,EUR,JPY,163.478829,2024-12-28 02:16:07,26.26
2980,1402,16491.59,CAD,CHF,0.649678,2024-12-28 03:49:21,91.3
2981,170,158642.02,NOK,PLN,0.374377,2024-12-28 04:35:41,821.76
2982,922,12539.43,CAD,AUD,1.113298,2024-12-28 05:10:48,65.33
2983,1610,36587.16,PLN,CHF,0.219968,2024-12-28 19:30:13,208.83
2984,772,4643.62,CAD,NOK,7.88913,2024-12-28 19:31:05,23.76
2985,1051,12119.95,USD,GBP,0.782705,2024-12-29 05:57:47,63.76
2986,1921,135149.74,NOK,EUR,0.086052,2024-12-29 09:02:15,581.51
2987,290,12699.85,AUD,USD,0.664923,2024-12-29 12:41:08,72.12
2988,1126,23925.78,AUD,EUR,0.611273,2024-12-29 14:20:12,107.33
2989,1949,7012.7,AUD,CAD,0.899432,2024-12-29 15:28:39,35.4
2990,1469,1459.89,USD,AUD,1.503934,2024-12-29 15:34:48,7.72
2991,110,16956.04,SEK,CHF,0.083565,2024-12-29 17:19:19,80.66
2992,201,3525.63,GBP,SEK,13.380135,2024-12-29 17:27:17,19.07
2993,1352,22420.56,AUD,USD,0.664923,2024-12-29 19:58:42,105.68
2994,441,19174.08,AUD,NOK,7.10353,2024-12-29 21:31:07,88.24
2995,1308,6023.99,CHF,GBP,0.894361,2024-12-29 22:51:43,31.9
2996,1353,16841.18,SEK,JPY,14.361775,2024-12-30 00:28:21,78.45
2997,1585,5203.86,AUD,USD,0.663122,2024-12-30 01:59:25,22.23
2998,10,7513.66,GBP,CHF,1.11539,2024-12-30 02:28:37,41.07
2999,1027,4132.83,CAD,GBP,0.581263,2024-12-30 05:55:13,23.14
3000,1525,18481.2,CAD,CHF,0.648335,2024-12-30 10:42:22,100.35
3001,35,822861.04,JPY,CAD,0.008995,2024-12-30 14:42:45,3668.74
3002,830,760.11,GBP,USD,1.275589,2024-12-30 15:36:01,3.56
3003,1029,2627.22,USD,EUR,0.915524,2024-12-30 15:57:38,12.02
3004,1390,9156.75,CAD,PLN,2.950395,2024-12-30 23:27:58,45.6
3005,1217,10546.6,USD,NOK,10.696388,2024-12-31 01:51:18,48.96
3006,1965,78013.42,SEK,EUR,0.088292,2024-12-31 04:11:33,387.72
3007,1155,9312.67,CHF,NOK,12.25795,2024-12-31 06:38:58,47.04
3008,581,10776.9,CAD,GBP,0.582504,2024-12-31 06:57:45,51.75
3009,1211,58645.87,PLN,SEK,2.601821,2024-12-31 07:43:16,325.99
